AQI,CO2,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
1,,226.97,0.0,1.86,50.78,0.14,6.11,9.35,0.59
1,,196.93,0.0,4.37,35.05,0.11,7.01,7.34,1.74
1,,233.65,0.0,2.21,47.21,0.14,6.18,8.88,0.84
1,,250.34,0.0,27.42,45.42,2.3,2.92,8.11,2.72
1,,263.69,0.0,6.34,59.37,0.48,1.57,3.08,1.27
1,,240.33,0.0,3.77,51.5,0.49,5.12,5.74,0.78
2,,230.31,0.0,2.29,61.51,0.24,2.5,4.66,0.73
1,,205.28,0.0,1.39,54.36,0.31,8.2,10.13,0.63
1,,243.66,0.0,7.03,45.78,1.49,4.56,5.3,0.74
2,,233.65,0.0,4.5,72.96,2.74,1.35,2.48,1.28
1,,293.73,0.0,20.56,33.26,2.56,5.11,9.26,1.63
1,,190.26,0.0,3.09,39.34,0.12,6.8,11.21,1.24
2,,270.37,0.0,4.41,53.64,0.18,11.91,13.58,0.15
2,,233.65,0.0,3.51,61.51,0.65,0.75,1.62,1.69
1,,205.28,0.0,3.0,50.07,0.21,8.42,10.05,1.22
1,,200.27,0.0,1.97,48.64,0.14,8.79,10.74,0.59
2,,287.06,0.0,9.77,36.84,1.34,18.93,20.45,0.44
2,,417.23,6.31,21.08,0.41,1.25,12.21,13.89,1.28
2,,413.9,0.0,27.42,17.17,4.11,16.85,19.36,1.66
1,,233.65,0.0,8.14,36.12,0.63,3.19,3.82,1.35
1,,243.66,0.0,6.86,39.34,0.1,1.19,2.74,2.5
1,,250.34,0.0,6.34,47.92,1.07,8.29,9.04,0.52
2,,226.97,0.0,0.66,85.12,0.33,0.64,2.46,0.52
2,,270.37,0.0,16.45,22.53,3.34,10.58,11.99,0.45
1,,297.07,0.0,9.85,55.79,0.72,2.48,4.4,0.93
1,,243.66,0.0,5.23,48.64,0.67,8.97,9.68,0.53
1,,236.99,0.0,6.0,47.92,0.12,1.02,2.17,2.38
2,,226.97,0.0,1.56,70.81,0.28,0.67,2.17,2.38
1,,243.66,0.0,9.94,33.98,0.65,4.2,5.02,1.12
2,,247.0,0.01,8.14,23.96,0.72,13.45,15.21,0.52
1,,236.99,0.0,4.16,50.78,0.54,8.57,9.36,0.52
2,,230.31,0.0,3.13,31.83,0.28,12.36,15.88,0.34
1,,263.69,0.0,9.08,56.51,0.48,2.23,4.26,6.33
2,,297.07,0.03,19.19,13.59,2.77,24.86,26.5,3.39
2,,236.99,0.0,3.51,60.8,0.24,0.81,1.8,1.24
2,,198.6,0.0,4.28,52.93,0.78,13.61,17.84,4.62
1,,230.31,0.0,1.95,57.22,0.19,3.11,4.62,0.4
2,,240.33,0.02,8.65,18.77,0.29,13.08,17.65,1.33
2,,267.03,0.18,10.97,9.21,0.61,21.64,26.22,1.49
2,,253.68,0.01,12.34,26.11,1.04,12.68,15.93,1.25
2,,223.64,0.0,1.19,73.67,0.21,0.61,2.11,1.93
2,,226.97,0.0,2.44,60.8,0.25,2.55,3.76,1.0
1,,240.33,0.0,4.28,50.07,0.6,8.67,9.41,0.56
2,,267.03,0.01,6.68,32.54,0.51,10.13,12.26,1.03
1,,240.33,0.0,6.51,41.49,0.13,1.19,2.66,3.58
1,,247.0,0.0,4.54,41.84,0.44,9.15,10.27,0.86
1,,233.65,0.0,3.64,57.22,0.18,0.66,1.6,2.19
3,,283.72,0.0,6.08,44.35,0.52,26.22,29.17,0.5
2,,220.3,0.0,1.27,76.53,0.72,0.64,2.26,0.25
1,,250.34,0.0,6.34,47.92,1.07,8.29,9.04,0.52
1,,190.26,0.0,2.53,36.48,0.12,6.72,7.59,0.38
3,,307.08,0.08,10.37,16.09,0.78,30.39,35.71,2.15
1,,240.33,0.0,4.28,50.07,0.6,8.67,9.41,0.56
1,,247.0,0.0,14.4,27.18,1.36,3.46,6.93,1.52
1,,223.64,0.05,11.82,16.99,0.8,6.98,8.9,2.85
1,,220.3,0.0,1.8,52.93,0.16,5.93,11.66,0.85
2,,273.71,0.0,3.77,57.94,0.58,24.23,27.23,0.6
1,,230.31,0.0,3.98,48.64,0.45,6.68,7.29,0.48
2,,263.69,0.0,3.86,41.13,0.41,11.83,12.79,1.25
1,,250.34,0.01,12.34,22.89,1.49,7.76,10.72,6.97
2,,195.27,0.0,3.6,75.82,0.44,4.16,5.06,5.7
1,,230.31,0.0,2.14,41.13,0.18,8.63,11.96,0.57
1,,223.64,0.0,1.78,40.77,0.12,7.83,11.02,0.5
2,,220.3,0.0,1.56,75.82,0.87,10.34,12.48,0.43
1,,250.34,0.0,5.57,56.51,0.98,2.49,5.11,1.25
1,,260.35,0.0,10.63,30.76,1.13,6.34,7.35,1.2
1,,216.96,0.0,1.71,45.78,0.11,7.82,14.13,0.82
2,,230.31,0.0,3.04,65.8,0.63,0.68,1.55,1.66
2,,220.3,0.0,1.46,74.39,0.74,0.53,1.7,0.34
1,,223.64,0.0,2.42,49.35,0.14,3.89,5.4,0.59
1,,317.1,0.02,15.08,33.26,0.57,4.26,6.24,1.71
1,,243.66,0.0,4.97,54.36,0.2,1.01,1.99,1.62
2,,233.65,0.0,6.6,61.51,1.28,2.25,4.44,0.65
2,,210.29,0.0,3.56,60.08,0.28,4.89,5.81,3.8
2,,220.3,0.0,2.53,31.11,0.17,13.46,17.15,0.49
1,,181.91,0.0,3.9,26.11,0.15,5.23,6.98,1.41
1,,273.71,0.0,10.97,33.26,1.27,6.71,7.69,0.67
1,,280.38,0.01,12.0,34.33,0.29,2.92,4.6,1.88
1,,253.68,0.0,6.68,47.92,0.9,2.34,3.77,0.89
1,,220.3,0.0,3.17,47.21,0.45,9.65,11.83,0.62
2,,247.0,0.0,2.51,42.56,0.23,11.67,13.78,0.88
1,,233.65,0.0,4.41,49.35,0.35,2.53,2.9,0.59
1,,260.35,0.0,14.4,26.11,1.65,7.05,8.55,0.78
1,,240.33,0.0,7.28,40.41,1.55,4.85,5.66,0.67
2,,293.73,0.01,11.31,26.46,1.01,19.88,27.42,2.0
2,,181.91,0.0,2.7,62.23,0.37,5.26,6.93,3.83
1,,233.65,0.0,3.38,39.34,0.16,5.89,6.65,0.59
1,,260.35,0.0,11.14,38.98,0.47,2.55,4.56,10.89
1,,253.68,0.01,11.48,15.74,0.73,6.29,7.23,0.42
2,,230.31,0.0,1.56,49.35,0.17,10.27,15.42,0.66
1,,211.95,0.02,5.74,20.39,0.44,8.87,12.75,0.63
2,,223.64,0.0,1.19,73.67,0.21,0.61,2.11,1.93
1,,236.99,0.0,4.24,47.92,0.48,5.1,5.73,0.88
2,,223.64,0.0,0.55,86.55,0.36,0.65,2.69,0.16
1,,240.33,0.0,4.41,53.64,0.53,4.87,5.48,0.92
2,,176.91,0.0,2.12,70.1,0.15,2.52,3.45,3.29
1,,243.66,0.0,5.23,48.64,0.67,8.97,9.68,0.53
2,,213.62,0.0,1.86,35.41,0.1,11.45,15.14,0.86
2,,243.66,0.0,3.13,37.91,0.14,10.64,12.95,1.57
1,,243.66,0.0,5.48,49.35,0.59,4.59,5.48,0.79
2,,206.95,0.0,2.4,68.67,0.26,8.81,9.26,1.71
2,,277.04,0.0,9.08,39.7,1.16,12.35,13.3,0.29
1,,236.99,0.0,2.79,54.36,0.25,4.3,5.17,1.36
2,,230.31,0.0,2.31,66.52,0.26,2.29,4.45,0.97
3,,243.66,0.02,6.08,17.35,0.26,25.03,27.62,0.92
1,,233.65,0.0,4.2,53.64,0.16,0.89,2.07,4.88
2,,223.64,0.0,1.48,75.82,0.83,0.57,1.88,0.12
1,,273.71,0.01,17.14,26.46,3.87,7.82,9.15,0.52
1,,280.38,0.0,7.71,40.77,2.77,7.14,8.23,1.24
3,,223.64,0.0,2.79,50.07,2.06,27.65,29.56,0.0
2,,240.33,0.0,8.14,60.8,1.94,2.43,7.68,3.58
1,,257.02,0.0,17.65,49.35,4.05,5.15,10.65,3.33
2,,297.07,0.07,14.22,14.48,1.77,23.18,26.21,5.0
1,,257.02,0.0,5.83,58.65,0.8,3.63,5.72,0.92
1,,226.97,0.0,5.36,50.78,0.95,1.53,2.26,1.19
2,,220.3,0.0,4.37,66.52,4.89,2.91,4.42,0.95
2,,280.38,0.0,9.6,42.92,1.76,15.26,16.42,0.34
1,,263.69,0.0,2.87,53.64,0.66,6.79,7.85,1.11
2,,226.97,0.0,1.26,81.54,0.57,0.51,1.46,0.9
1,,190.26,0.0,1.56,57.22,0.12,5.73,10.58,0.89
1,,247.0,0.0,15.08,52.21,2.71,3.96,9.25,3.07
2,,277.04,0.0,10.88,45.78,4.35,17.01,19.1,3.45
1,,243.66,0.0,18.68,51.5,0.78,1.79,6.87,2.95
1,,240.33,0.0,7.8,41.13,0.17,1.53,3.1,5.51
1,,233.65,0.0,3.09,50.07,0.2,4.47,5.43,0.65
1,,273.71,0.01,17.14,26.46,3.87,7.82,9.15,0.52
1,,303.75,0.01,15.59,31.47,0.41,3.22,4.31,1.92
1,,260.35,0.01,10.37,28.97,0.17,2.19,4.2,2.28
2,,236.99,0.0,8.31,60.08,1.13,2.4,7.7,5.0
2,,226.97,0.0,2.51,47.92,0.21,11.84,16.66,0.63
1,,247.0,0.0,25.71,45.06,2.09,2.76,7.76,2.6
2,,283.72,0.02,8.14,22.71,0.49,15.78,18.79,0.94
2,,230.31,0.0,2.04,62.23,0.25,3.09,5.44,0.54
1,,233.65,0.0,3.09,50.07,0.2,4.47,5.43,0.65
2,,287.06,0.04,14.57,14.48,0.84,16.26,19.72,2.31
1,,253.68,0.0,5.48,42.56,0.76,7.91,8.66,1.01
1,,260.35,0.0,8.14,46.49,0.28,1.83,3.31,1.69
1,,183.58,0.0,3.6,31.11,0.08,6.11,11.76,0.55
1,,243.66,0.0,9.77,31.83,0.92,3.91,4.62,1.16
1,,200.27,0.0,6.43,51.5,0.69,7.98,10.37,6.52
1,,190.26,0.0,4.16,34.69,0.16,3.79,5.06,0.86
1,,257.02,0.0,9.25,31.11,1.01,7.51,8.37,1.09
2,,230.31,0.0,6.17,32.19,0.25,10.99,11.63,2.15
1,,267.03,0.0,9.68,37.55,0.22,2.14,3.53,2.95
1,,247.0,0.0,3.73,49.35,0.31,8.35,10.22,0.84
2,,226.97,0.0,2.68,33.98,0.21,12.09,15.62,0.36
1,,230.31,0.0,7.03,52.93,0.8,1.91,5.66,3.42
2,,223.64,0.0,0.87,78.68,0.32,0.58,2.05,0.57
2,,226.97,0.0,2.51,37.19,0.22,10.77,14.24,0.39
2,,267.03,0.0,4.67,50.07,0.41,15.49,19.65,0.71
1,,233.65,0.0,16.62,53.64,1.97,3.05,8.51,2.5
1,,257.02,0.0,17.65,49.35,4.05,5.15,10.65,3.33
1,,247.0,0.0,2.96,44.35,0.37,8.52,11.75,0.99
3,,407.22,0.0,16.97,47.92,1.27,28.36,31.82,13.3
1,,243.66,0.0,7.28,36.48,0.43,2.61,3.12,0.63
1,,250.34,0.0,6.34,47.92,1.07,8.29,9.04,0.52
2,,257.02,0.0,2.08,82.97,0.76,18.94,21.76,1.01
1,,267.03,0.0,9.68,37.55,0.22,2.14,3.53,2.95
3,,417.23,0.03,25.36,27.9,4.23,39.32,45.55,1.58
1,,243.66,0.0,5.1,52.21,0.16,1.0,2.04,1.84
1,,240.33,0.0,7.8,40.05,1.62,4.64,5.48,0.7
2,,317.1,0.0,8.14,50.78,1.15,18.75,22.62,0.74
1,,243.66,0.0,5.57,48.64,0.88,6.29,6.97,0.59
1,,233.65,0.0,3.98,55.08,0.48,4.82,5.51,0.82
1,,226.97,0.0,3.47,47.92,0.33,4.81,5.4,0.83
2,,193.6,0.0,6.43,72.24,0.89,11.36,12.62,10.51
1,,233.65,0.0,2.96,56.51,0.28,3.07,4.47,0.52
1,,243.66,0.0,7.8,35.05,0.11,1.39,3.17,2.6
1,,243.66,0.0,2.96,42.92,0.23,5.24,7.4,0.64
1,,220.3,0.0,2.74,43.63,0.16,5.31,7.28,0.51
1,,253.68,0.0,5.18,52.93,0.44,1.77,3.11,3.93
1,,226.97,0.0,1.69,54.36,0.11,6.34,10.27,0.71
2,,226.97,0.0,1.34,80.82,0.48,0.54,1.65,0.63
2,,297.07,0.0,10.28,39.34,2.09,11.16,12.08,1.6
1,,233.65,0.0,8.4,36.84,1.16,2.89,3.8,1.28
1,,230.31,0.0,2.49,40.05,0.17,7.73,10.99,0.83
2,,230.31,0.0,2.04,85.12,0.72,0.57,1.72,0.83
1,,247.0,0.0,9.51,38.62,1.61,4.88,5.73,1.0
1,,175.24,0.0,2.19,22.35,0.23,4.1,5.94,4.31
1,,205.28,0.0,1.39,54.36,0.31,8.2,10.13,0.63
2,,277.04,0.0,9.51,38.27,0.91,12.49,13.57,0.24
2,,280.38,0.0,9.6,42.92,1.76,15.26,16.42,0.34
2,,267.03,0.0,6.17,66.52,0.74,11.34,12.96,7.09
1,,253.68,0.0,7.63,44.7,1.42,8.79,9.57,0.56
1,,230.31,0.0,1.95,57.22,0.19,3.11,4.62,0.4
2,,223.64,0.0,0.84,82.97,0.37,0.67,2.6,0.79
1,,201.94,0.0,7.63,26.11,0.1,2.9,3.84,1.43
1,,247.0,0.0,9.0,32.9,0.86,4.85,5.64,1.14
1,,243.66,0.0,18.68,51.5,0.78,1.79,6.87,2.95
1,,240.33,0.0,5.48,43.63,0.66,5.31,6.03,0.63
2,,223.64,0.0,1.36,80.82,0.6,0.55,2.4,0.5
2,,270.37,0.12,42.5,26.46,3.1,2.52,7.88,2.34
1,,201.94,0.0,7.63,26.11,0.1,2.9,3.84,1.43
2,,195.27,0.03,6.86,19.31,1.33,10.23,12.43,1.55
2,,267.03,0.02,6.34,16.63,0.25,16.27,18.3,0.78
2,,230.31,0.0,1.86,80.82,0.43,0.59,1.74,1.0
2,,327.11,0.0,15.42,27.54,1.64,14.08,15.34,0.86
1,,186.92,0.0,4.58,38.27,0.17,4.71,6.03,2.5
1,,233.65,0.0,3.26,45.42,0.28,6.59,8.6,0.72
1,,230.31,0.0,12.17,39.7,0.3,1.42,5.17,3.64
1,,243.66,0.0,7.8,35.05,0.11,1.39,3.17,2.6
1,,250.34,0.0,10.28,32.19,0.94,4.63,5.42,1.3
1,,270.37,0.0,6.17,41.84,0.66,8.9,10.24,0.85
1,,253.68,0.0,8.48,47.21,1.31,2.96,4.65,0.7
2,,240.33,0.0,8.14,60.8,1.94,2.43,7.68,3.58
1,,233.65,0.0,12.85,51.5,0.57,2.09,6.76,4.75
1,,175.24,0.0,1.89,22.71,0.18,3.89,5.63,3.39
1,,250.34,0.0,6.6,42.92,1.12,8.62,9.37,0.67
2,,220.3,0.0,0.87,75.82,0.28,0.56,1.98,0.96
1,,267.03,0.0,10.37,45.06,0.46,2.25,3.28,2.5
2,,213.62,0.0,2.49,43.63,0.18,15.07,17.66,0.59
1,,243.66,0.0,7.8,35.05,0.11,1.39,3.17,2.6
1,,243.66,0.0,3.98,47.21,0.35,5.51,6.28,0.82
2,,220.3,0.0,0.65,91.55,0.39,1.19,5.86,0.21
2,,240.33,0.0,4.71,62.94,1.19,2.37,5.6,0.46
2,,270.37,0.0,7.45,43.63,1.16,12.7,13.89,0.56
2,,273.71,0.05,9.77,15.56,0.6,15.43,16.91,0.31
1,,247.0,0.0,7.2,46.49,1.54,6.57,7.38,0.58
1,,267.03,0.02,12.34,28.61,0.2,2.61,4.63,4.18
5,,1535.42,4.47,40.44,0.55,1.25,129.99,138.16,21.28
1,,208.62,0.02,9.17,23.25,0.75,5.05,6.43,2.85
2,,393.87,0.03,22.28,26.11,2.38,19.23,23.65,0.77
1,,240.33,0.0,5.4,47.92,0.97,4.83,5.51,0.65
2,,223.64,0.0,0.61,82.97,0.43,0.62,2.29,0.11
2,,190.26,0.0,2.38,61.51,0.44,6.92,8.93,1.5
2,,313.76,0.0,6.51,47.92,0.82,19.77,23.1,0.9
1,,243.66,0.0,12.51,30.04,0.97,4.13,5.0,1.0
3,,473.98,0.31,26.39,10.28,3.49,40.69,46.79,5.95
1,,233.65,0.0,1.74,51.5,0.11,7.34,11.08,0.77
2,,280.38,0.0,15.59,20.21,1.04,13.94,18.23,0.33
2,,233.65,0.0,9.25,60.8,3.16,17.76,20.12,1.2
2,,213.62,0.0,3.73,25.75,0.08,10.88,13.98,0.53
1,,243.66,0.0,6.0,58.65,0.46,2.03,3.74,6.9
2,,195.27,0.02,3.38,15.56,0.16,13.15,15.94,0.86
1,,250.34,0.01,26.73,37.91,0.86,1.88,7.1,2.03
2,,313.76,0.0,15.25,30.76,2.0,16.89,18.17,0.71
1,,211.95,0.0,5.06,52.21,0.76,9.86,16.02,5.57
1,,313.76,0.0,29.82,40.05,8.46,8.31,14.24,1.62
1,,243.66,0.0,20.22,48.64,1.04,2.45,7.11,3.36
1,,180.24,0.0,1.67,55.79,0.36,4.53,5.22,3.29
1,,250.34,0.0,11.48,33.62,0.36,2.76,5.02,4.24
1,,233.65,0.01,6.86,20.03,0.46,8.01,10.37,1.85
1,,253.68,0.0,14.74,27.9,1.52,5.33,6.45,0.94
1,,260.35,0.0,8.14,46.49,0.28,1.83,3.31,1.69
2,,220.3,0.0,0.87,75.82,0.28,0.56,1.98,0.96
1,,233.65,0.0,2.14,45.06,0.14,5.92,8.69,0.56
1,,267.03,0.0,9.51,41.49,0.26,2.64,4.9,3.2
1,,243.66,0.0,6.17,42.92,1.27,6.57,7.25,0.77
1,,240.33,0.0,4.03,51.5,0.45,4.83,5.55,0.87
1,,247.0,0.0,23.31,44.35,1.34,2.7,7.5,2.88
1,,223.64,0.0,1.78,45.06,0.09,7.08,10.33,0.54
1,,253.68,0.0,3.21,50.07,0.31,6.46,7.51,1.44
1,,233.65,0.0,4.63,39.34,0.26,4.72,5.17,0.38
3,,267.03,0.0,6.26,25.03,0.47,33.56,40.37,2.72
2,,300.41,0.0,12.34,32.54,1.54,14.19,15.4,0.33
2,,236.99,0.0,4.28,65.8,0.46,1.25,2.83,8.49
2,,253.68,0.01,12.34,26.11,1.04,12.68,15.93,1.25
3,,313.76,0.0,19.19,41.13,3.52,25.37,29.94,6.33
2,,220.3,0.0,1.78,73.67,0.95,0.5,1.42,0.11
2,,220.3,0.0,4.28,62.23,1.43,1.6,3.13,0.67
1,,230.31,0.0,1.95,57.22,0.19,3.11,4.62,0.4
2,,220.3,0.0,1.27,76.53,0.72,0.64,2.26,0.25
1,,243.66,0.0,2.14,47.21,0.26,7.67,11.67,0.91
1,,243.66,0.0,6.17,42.92,1.27,6.57,7.25,0.77
2,,263.69,0.0,4.97,39.7,0.71,11.46,12.37,1.5
2,,293.73,0.01,6.94,29.68,0.65,15.0,18.6,0.73
2,,223.64,0.0,1.76,65.09,0.18,2.36,4.89,0.78
1,,263.69,0.0,10.63,34.69,0.16,1.98,3.45,2.06
3,,473.98,0.31,26.39,10.28,3.49,40.69,46.79,5.95
3,,310.42,0.02,9.17,21.82,0.6,28.89,31.24,0.97
1,,175.24,0.0,2.55,29.68,0.05,1.82,2.71,0.27
1,,233.65,0.0,3.9,55.79,0.17,0.68,1.56,1.79
1,,267.03,0.0,9.68,37.55,0.22,2.14,3.53,2.95
2,,223.64,0.0,5.31,62.94,1.16,1.96,3.61,0.71
2,,223.64,0.0,1.86,77.25,1.7,0.9,1.71,1.25
1,,178.58,0.0,2.83,26.82,0.12,4.67,6.11,1.0
1,,243.66,0.0,5.01,49.35,0.59,4.79,5.6,0.75
2,,230.31,0.0,1.37,82.97,0.55,0.5,1.14,0.34
2,,205.28,0.0,3.56,25.75,0.16,12.07,15.35,0.78
2,,208.62,0.0,1.89,29.33,0.09,12.72,16.23,0.42
1,,243.66,0.0,4.2,50.07,0.55,5.23,5.85,0.83
1,,233.65,0.0,16.62,53.64,1.97,3.05,8.51,2.5
1,,193.6,0.0,2.79,40.05,0.38,5.31,6.07,1.3
1,,243.66,0.0,6.77,42.56,1.4,7.41,8.16,0.59
2,,223.64,0.0,1.09,75.1,0.4,0.59,1.89,0.78
2,,226.97,0.0,1.99,40.05,0.14,13.02,16.86,0.33
2,,253.68,0.0,5.74,60.08,0.43,1.38,2.36,1.5
1,,283.72,0.0,12.51,27.9,1.8,9.93,11.13,1.09
2,,208.62,0.0,3.3,27.54,0.21,12.59,16.44,0.61
3,,467.3,0.02,45.24,23.6,6.8,30.35,34.39,2.6
1,,230.31,0.0,5.27,46.49,1.13,4.05,4.66,0.82
1,,243.66,0.0,15.77,53.64,0.89,2.5,7.36,4.24
1,,273.71,0.0,9.51,47.92,0.35,2.15,3.17,2.09
2,,226.97,0.0,1.26,81.54,0.57,0.51,1.46,0.9
2,,247.0,0.0,2.51,42.56,0.23,11.67,13.78,0.88
1,,240.33,0.0,7.8,41.13,0.17,1.53,3.1,5.51
2,,226.97,0.0,1.67,37.91,0.12,13.66,18.25,0.71
1,,263.69,0.0,9.08,56.51,0.48,2.23,4.26,6.33
3,,947.95,1.9,52.78,5.54,2.0,30.68,34.74,2.28
2,,236.99,0.0,4.76,60.08,0.83,1.59,2.86,0.93
2,,206.95,0.0,1.95,28.61,0.07,12.14,15.58,0.42
1,,247.0,0.0,10.8,32.9,0.3,2.61,4.9,4.88
1,,263.69,0.0,6.34,59.37,0.48,1.57,3.08,1.27
2,,210.29,0.0,2.44,28.25,0.15,13.9,17.7,0.54
1,,270.37,0.0,8.57,30.76,0.14,7.77,8.86,1.11
2,,250.34,0.0,6.77,62.23,0.6,1.94,3.38,2.91
1,,240.33,0.0,2.66,40.77,0.17,5.62,8.03,0.59
1,,220.3,0.0,2.61,43.27,0.12,4.6,5.98,0.51
1,,293.73,0.0,11.82,40.05,0.75,3.49,5.24,5.83
1,,230.31,0.0,2.08,56.51,0.19,3.17,4.55,0.38
2,,195.27,0.03,6.86,19.31,1.33,10.23,12.43,1.55
1,,273.71,0.0,11.31,57.22,2.59,3.69,6.67,1.11
3,,250.34,0.0,5.14,51.5,0.59,31.14,36.42,5.0
2,,283.72,0.01,11.14,22.17,0.57,12.99,14.34,0.46
2,,263.69,0.08,7.11,13.23,0.39,20.97,22.48,1.19
2,,243.66,0.0,3.13,37.91,0.14,10.64,12.95,1.57
1,,226.97,0.0,4.2,36.48,0.14,5.85,6.74,0.83
1,,200.27,0.0,6.43,51.5,0.69,7.98,10.37,6.52
1,,211.95,0.0,5.06,52.21,0.76,9.86,16.02,5.57
1,,226.97,0.0,4.2,36.48,0.14,5.85,6.74,0.83
2,,223.64,0.0,1.65,67.95,0.19,2.23,4.87,0.79
3,,347.14,0.0,10.97,27.9,0.63,41.37,45.91,0.46
2,,198.6,0.0,4.46,26.82,0.44,18.55,20.72,1.12
2,,206.95,0.01,4.16,19.13,0.08,10.47,13.47,1.14
1,,327.11,0.01,15.25,41.49,0.6,4.96,7.13,2.5
2,,283.72,0.03,11.31,21.64,0.95,16.1,18.36,0.46
2,,260.35,0.0,3.51,70.81,1.97,20.8,23.04,0.0
2,,208.62,0.0,3.3,27.54,0.21,12.59,16.44,0.61
3,,287.06,0.01,5.57,22.89,0.27,25.59,29.86,0.53
1,,260.35,0.0,15.94,32.19,1.73,4.32,8.08,1.41
1,,260.35,0.0,10.63,30.76,1.13,6.34,7.35,1.2
2,,230.31,0.0,2.04,85.12,0.72,0.57,1.72,0.83
2,,250.34,0.0,6.77,62.23,0.6,1.94,3.38,2.91
2,,230.31,0.0,1.69,74.39,0.43,13.27,15.38,1.12
2,,220.3,0.01,3.34,21.99,0.19,12.02,18.01,1.38
1,,250.34,0.01,26.73,37.91,0.86,1.88,7.1,2.03
1,,236.99,0.0,4.71,47.21,0.56,6.31,6.95,0.6
2,,230.31,0.0,11.31,63.66,2.15,3.06,9.39,2.09
1,,191.93,0.0,2.79,42.92,0.19,8.11,10.45,0.93
2,,213.62,0.0,1.19,72.96,0.3,8.52,10.25,1.39
2,,277.04,0.0,9.43,38.62,1.7,12.38,13.35,0.25
1,,240.33,0.0,5.4,45.06,0.71,5.72,6.41,0.62
1,,240.33,0.0,13.2,55.79,0.85,3.01,8.07,4.12
1,,213.62,0.0,2.83,44.35,0.33,6.68,8.35,0.79
1,,250.34,0.0,5.74,50.78,0.7,4.67,5.68,0.82
1,,243.66,0.0,6.17,42.92,1.27,6.57,7.25,0.77
2,,240.33,0.02,8.65,18.77,0.29,13.08,17.65,1.33
2,,230.31,0.0,2.27,65.09,0.21,0.69,1.69,2.53
1,,243.66,0.0,6.0,58.65,0.46,2.03,3.74,6.9
1,,250.34,0.0,9.77,35.05,1.34,5.25,6.3,0.91
2,,226.97,0.0,0.39,92.98,0.37,0.52,2.07,0.0
1,,226.97,0.0,3.47,47.92,0.33,4.81,5.4,0.83
2,,206.95,0.0,2.25,50.07,0.17,10.24,12.01,0.71
1,,188.59,0.0,3.94,30.4,0.13,4.95,7.32,1.38
2,,240.33,0.0,18.85,61.51,1.58,1.7,7.3,2.19
2,,320.44,0.0,7.45,57.22,1.0,24.29,27.79,0.92
1,,183.58,0.0,1.03,44.35,0.01,0.84,0.97,1.09
2,,226.97,0.0,2.57,67.23,0.24,2.12,3.97,1.08
2,,223.64,0.0,1.0,76.53,0.35,0.5,1.07,0.69
1,,263.69,0.0,7.71,52.93,0.37,1.96,3.02,2.28
1,,250.34,0.0,9.94,39.34,2.35,5.19,6.06,0.83
1,,233.65,0.0,3.9,55.08,0.31,2.97,4.16,1.28
1,,191.93,0.0,3.6,28.97,0.22,4.69,6.92,1.17
2,,236.99,0.0,4.8,72.24,1.12,1.32,2.71,1.98
1,,233.65,0.0,10.97,20.92,0.68,9.37,11.36,2.69
2,,226.97,0.0,3.0,76.53,1.1,1.19,2.63,1.08
1,,247.0,0.0,10.37,34.69,0.73,4.1,4.84,1.35
1,,208.62,0.0,3.94,34.33,0.12,7.66,9.9,0.69
1,,236.99,0.0,4.16,50.78,0.54,8.57,9.36,0.52
1,,250.34,0.0,10.28,32.19,0.94,4.63,5.42,1.3
1,,191.93,0.0,3.6,28.97,0.22,4.69,6.92,1.17
2,,223.64,0.0,1.63,66.52,0.26,0.59,1.69,2.19
2,,223.64,0.0,1.5,74.39,0.64,0.61,2.01,0.77
3,,403.88,0.0,7.88,47.21,0.85,27.61,28.58,6.46
2,,220.3,0.0,2.96,30.4,0.23,12.91,16.68,0.43
1,,233.65,0.0,2.96,56.51,0.28,3.07,4.47,0.52
1,,201.94,0.0,5.27,32.9,0.48,4.8,8.13,6.65
1,,247.0,0.0,10.2,30.4,0.89,4.17,4.9,1.28
1,,243.66,0.0,9.77,31.83,0.92,3.91,4.62,1.16
1,,257.02,0.01,31.53,37.19,1.1,2.05,7.55,1.96
2,,230.31,0.0,2.01,60.08,0.23,3.08,5.05,0.54
2,,263.69,0.0,5.27,74.39,1.1,10.74,12.18,0.36
2,,230.31,0.0,11.31,63.66,2.15,3.06,9.39,2.09
2,,283.72,0.0,8.82,39.34,1.22,16.95,18.41,0.55
1,,236.99,0.0,2.79,54.36,0.25,4.3,5.17,1.36
2,,263.69,0.0,2.27,80.11,0.75,21.76,24.63,0.93
1,,230.31,0.0,4.11,46.49,0.43,5.63,6.01,0.24
1,,233.65,0.0,8.57,33.98,0.64,3.37,4.03,1.28
1,,230.31,0.0,12.17,49.35,0.49,1.74,6.33,3.45
1,,247.0,0.0,15.08,52.21,2.71,3.96,9.25,3.07
1,,243.66,0.0,5.83,43.63,1.13,6.37,7.02,0.81
1,,240.33,0.0,2.68,42.92,0.21,6.14,8.73,0.64
1,,287.06,0.01,14.4,32.9,0.49,3.05,4.46,3.64
1,,257.02,0.0,8.48,41.84,0.21,1.66,3.04,1.85
2,,200.27,0.0,1.54,54.36,0.85,20.63,21.86,0.0
1,,243.66,0.0,7.71,37.91,0.13,1.37,2.99,3.64
2,,196.93,0.01,2.59,19.31,0.07,10.34,13.53,0.81
1,,205.28,0.0,4.07,40.41,0.27,5.07,7.38,1.66
