AQI,CO2,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
1,,220.3,0.0,3.34,52.93,0.54,9.69,11.92,0.89
1,,247.0,0.0,9.6,36.12,1.01,4.56,5.44,1.09
3,,357.15,0.0,11.31,45.78,1.57,33.0,37.2,1.63
1,,226.97,0.0,2.36,41.49,0.21,9.79,13.4,0.59
2,,230.31,0.0,2.27,62.23,0.22,2.79,4.91,0.52
1,,233.65,0.0,2.01,50.78,0.13,5.14,5.9,0.34
2,,223.64,0.0,0.79,80.82,0.35,0.6,2.17,0.38
1,,240.33,0.0,18.85,52.93,1.1,1.97,6.65,3.36
1,,260.35,0.01,10.45,28.25,0.48,4.2,5.26,0.78
2,,270.37,0.0,5.14,37.55,0.56,11.72,12.92,1.73
2,,263.69,0.0,4.46,58.65,0.44,15.38,19.26,0.87
1,,190.26,0.0,1.86,54.36,0.1,5.32,9.23,1.14
1,,236.99,0.0,3.94,59.37,0.22,0.84,1.77,3.55
1,,236.99,0.0,2.53,43.63,0.14,5.42,7.74,0.65
2,,223.64,0.0,0.7,81.54,0.47,0.61,2.26,0.02
2,,233.65,0.0,3.77,67.23,0.41,1.1,2.6,4.18
1,,233.65,0.0,14.74,57.94,0.73,1.54,6.78,2.47
1,,263.69,0.0,9.08,50.07,0.34,1.77,2.73,2.76
1,,211.95,0.0,8.4,36.84,0.62,7.93,8.77,3.29
1,,233.65,0.0,3.34,57.22,0.35,3.45,4.5,0.78
2,,226.97,0.0,1.11,85.12,0.44,0.5,0.88,0.28
1,,280.38,0.0,7.97,54.36,1.1,7.98,9.07,1.14
1,,233.65,0.0,3.9,57.94,0.18,0.6,1.46,2.09
2,,277.04,0.0,7.8,45.06,1.16,13.58,14.93,0.53
1,,230.31,0.0,15.25,56.51,0.56,1.62,6.75,2.88
2,,263.69,0.0,4.88,37.19,0.54,19.45,22.33,0.6
1,,233.65,0.0,14.57,54.36,0.51,1.7,6.57,4.81
2,,226.97,0.0,3.64,69.38,2.27,1.65,3.41,0.89
2,,240.33,0.0,8.05,32.9,0.35,14.35,18.37,0.81
2,,223.64,0.0,1.25,73.67,0.21,0.54,1.73,1.98
1,,240.33,0.0,7.71,42.2,0.2,1.3,2.86,6.59
1,,230.31,0.0,2.57,43.99,0.17,9.6,14.94,0.93
1,,233.65,0.0,4.16,55.08,0.57,4.66,5.23,0.93
1,,200.27,0.0,2.46,42.2,0.18,9.59,11.64,0.58
1,,223.64,0.0,1.71,45.42,0.09,7.09,10.16,0.52
1,,173.57,0.0,3.77,47.92,0.14,3.73,5.68,1.49
1,,243.66,0.0,7.8,38.27,0.12,1.26,2.88,3.67
1,,171.9,0.0,3.26,37.91,0.16,4.97,5.29,1.73
1,,260.35,0.0,7.45,44.35,1.12,9.51,10.29,0.63
1,,247.0,0.0,9.94,34.33,0.16,1.68,3.61,5.0
1,,203.61,0.0,1.76,59.37,0.17,3.5,5.4,0.11
1,,240.33,0.0,7.71,42.2,0.2,1.3,2.86,6.59
2,,280.38,0.01,10.63,32.9,0.86,18.49,25.11,1.33
1,,240.33,0.0,8.31,37.55,0.15,1.32,2.97,4.75
2,,263.69,0.0,8.82,41.13,1.34,18.1,20.93,0.84
3,,230.31,0.0,2.91,76.53,2.24,43.8,47.18,0.0
1,,247.0,0.0,10.63,36.84,0.35,2.07,4.34,7.66
1,,267.03,0.0,12.51,44.35,0.85,2.1,3.03,2.5
1,,247.0,0.0,25.36,47.92,2.09,2.34,7.54,2.82
1,,250.34,0.0,7.8,43.27,0.33,5.34,6.14,5.38
1,,240.33,0.0,10.2,40.41,0.41,1.33,2.29,3.14
2,,226.97,0.0,10.37,66.52,2.09,2.28,8.68,2.06
1,,240.33,0.0,6.0,52.21,1.36,5.69,6.42,0.61
1,,176.91,0.0,4.28,26.82,0.16,3.83,5.82,1.95
2,,233.65,0.0,3.13,78.68,0.6,0.5,1.19,1.65
1,,337.12,0.02,19.36,35.41,0.67,5.35,7.63,2.63
1,,230.31,0.0,8.23,55.08,0.91,1.44,5.23,3.67
2,,216.96,0.0,2.06,37.91,0.22,11.24,15.06,0.48
2,,226.97,0.0,9.25,67.95,1.86,2.43,8.85,1.84
2,,223.64,0.0,0.79,80.82,0.35,0.6,2.17,0.38
1,,233.65,0.0,6.77,44.35,0.15,1.14,2.57,9.37
1,,257.02,0.01,8.31,42.2,0.28,1.66,3.0,4.75
1,,270.37,0.0,17.31,34.69,2.09,3.39,6.75,1.6
1,,283.72,0.0,12.51,41.84,0.68,2.92,4.62,8.36
1,,257.02,0.0,14.22,34.33,3.37,6.15,7.22,0.78
1,,220.3,0.0,1.82,45.06,0.09,7.16,10.41,0.58
1,,240.33,0.0,14.57,58.65,1.13,2.13,6.98,3.86
2,,253.68,0.0,5.83,60.8,0.4,1.18,2.12,1.58
1,,270.37,0.0,10.11,31.83,1.15,3.82,4.34,0.63
3,,216.96,0.0,0.41,101.57,1.83,7.16,9.67,0.3
2,,240.33,0.0,20.22,60.08,1.68,1.75,7.7,2.12
2,,233.65,0.0,3.68,62.94,0.4,0.57,1.25,2.0
1,,390.53,0.57,24.33,14.66,5.07,5.83,7.01,1.31
1,,243.66,0.0,15.08,43.99,0.68,1.4,4.7,3.52
1,,273.71,0.02,12.68,29.68,0.26,2.83,4.88,2.66
1,,230.31,0.0,2.59,55.08,1.09,0.65,1.53,0.74
2,,233.65,0.0,5.1,74.39,1.51,1.39,2.58,1.84
1,,260.35,0.0,7.63,50.78,1.07,7.84,9.28,0.79
2,,270.37,0.01,7.37,28.61,0.44,13.94,17.49,0.85
2,,253.68,0.02,6.08,16.27,0.34,23.16,25.29,0.8
1,,273.71,0.02,19.88,33.26,0.64,2.95,5.35,22.55
2,,223.64,0.0,0.79,80.82,0.35,0.6,2.17,0.38
1,,303.75,0.02,18.51,28.25,0.75,4.25,6.5,4.05
2,,220.3,0.0,2.57,38.27,0.3,11.7,15.96,0.6
1,,233.65,0.01,7.11,22.89,0.45,8.53,11.01,1.73
1,,236.99,0.0,12.85,57.22,2.15,2.88,8.13,3.77
1,,230.31,0.0,3.04,52.21,1.06,0.7,1.65,0.7
2,,233.65,0.0,3.68,62.94,0.4,0.57,1.25,2.0
1,,233.65,0.0,5.74,49.35,0.12,0.84,1.98,2.5
2,,230.31,0.0,2.64,65.8,0.24,0.71,1.64,3.14
2,,230.31,0.0,9.6,55.79,1.39,12.39,15.15,2.6
2,,226.97,0.0,2.16,65.09,0.21,2.63,3.3,1.27
1,,230.31,0.0,10.11,35.05,1.25,3.27,4.21,1.38
2,,220.3,0.0,1.86,69.38,0.62,0.5,0.98,0.67
1,,230.31,0.0,2.49,45.78,0.16,9.24,14.29,0.93
3,,247.0,0.01,9.68,27.18,1.21,26.52,29.34,2.76
2,,260.35,0.0,9.0,61.51,1.01,1.92,2.99,3.93
2,,198.6,0.0,4.24,54.36,0.94,14.97,17.77,1.58
2,,230.31,0.0,11.65,60.08,3.67,2.75,8.01,1.63
1,,253.68,0.0,7.8,49.35,0.25,1.63,3.21,1.39
1,,236.99,0.0,7.54,43.63,1.85,3.84,4.62,0.91
1,,250.34,0.01,26.39,43.27,0.95,2.01,6.85,3.83
1,,327.11,0.03,18.34,28.25,2.5,9.25,10.58,1.38
2,,233.65,0.0,3.38,60.08,0.33,3.11,4.82,0.83
1,,250.34,0.0,6.68,46.49,1.37,7.3,8.04,0.77
1,,226.97,0.0,3.13,58.65,0.14,0.63,1.58,4.24
2,,293.73,0.01,12.85,29.68,1.55,14.71,16.8,1.35
1,,277.04,0.01,12.68,31.83,0.32,2.62,4.28,2.41
2,,213.62,0.0,1.71,42.56,0.12,10.82,15.77,0.83
3,,480.65,0.22,31.53,18.77,2.98,36.76,41.35,1.54
1,,230.31,0.0,14.74,58.65,1.22,2.38,7.85,2.57
2,,247.0,0.0,2.91,71.53,0.66,17.74,20.14,0.79
1,,250.34,0.0,4.88,51.5,1.7,3.6,5.02,1.05
2,,247.0,0.01,12.17,28.61,0.78,11.84,14.87,0.97
2,,223.64,0.0,1.0,76.53,0.35,0.58,1.91,0.55
2,,357.15,0.14,35.64,13.59,7.99,20.02,24.35,2.57
1,,240.33,0.0,4.84,54.36,0.5,3.82,4.88,0.88
2,,253.68,0.16,10.11,11.62,0.48,17.45,22.01,1.05
2,,223.64,0.0,0.65,82.97,0.32,0.56,2.03,0.38
1,,257.02,0.0,6.86,57.22,0.4,1.44,2.35,2.01
1,,253.68,0.0,10.11,31.11,0.45,7.34,9.23,1.76
1,,247.0,0.0,20.74,40.05,0.62,2.05,6.36,4.18
2,,310.42,0.02,18.51,28.61,2.56,10.18,11.72,1.55
1,,230.31,0.0,13.88,47.21,0.53,1.53,6.17,4.56
1,,247.0,0.0,28.79,46.49,2.71,2.04,7.89,2.6
1,,253.68,0.0,3.17,49.35,0.32,9.11,12.91,0.9
1,,230.31,0.0,4.41,53.64,0.35,2.08,2.42,0.69
2,,240.33,0.0,3.51,71.53,0.43,0.71,1.72,0.87
1,,233.65,0.0,4.67,51.5,0.16,0.85,2.04,5.57
2,,223.64,0.0,1.0,75.1,0.24,0.5,1.45,1.0
2,,223.64,0.0,3.34,67.23,1.03,1.65,4.12,0.61
1,,171.9,0.0,2.72,41.49,0.08,4.28,5.64,1.38
1,,193.6,0.0,1.86,55.08,0.14,6.72,8.27,1.24
1,,260.35,0.02,11.14,28.97,0.19,2.16,4.28,2.79
1,,257.02,0.0,6.34,51.5,0.45,1.8,3.11,5.19
2,,203.61,0.0,1.19,72.96,0.28,6.2,7.8,1.44
3,,181.91,0.0,2.08,66.52,6.74,32.21,32.89,0.0
1,,257.02,0.0,13.54,47.92,1.06,2.77,6.0,1.98
1,,257.02,0.0,17.65,54.36,5.31,3.56,9.14,3.1
1,,243.66,0.0,8.57,34.33,0.12,1.45,3.37,3.26
2,,337.12,0.0,10.54,45.42,0.82,18.95,19.79,2.85
1,,216.96,0.0,5.66,52.93,0.8,9.46,15.28,4.88
1,,320.44,0.04,17.82,30.76,0.63,4.48,6.57,1.95
2,,226.97,0.0,3.81,35.41,0.4,14.4,18.82,0.34
1,,233.65,0.0,18.34,53.64,2.41,2.43,8.08,2.63
2,,260.35,0.01,6.68,23.25,0.5,12.35,13.82,0.63
2,,340.46,0.0,14.22,35.76,1.59,21.77,25.9,0.73
1,,233.65,0.0,6.6,45.06,1.58,3.57,4.28,0.78
1,,243.66,0.0,8.57,34.33,0.12,1.45,3.37,3.26
2,,223.64,0.0,0.43,90.84,0.3,0.5,1.72,0.02
2,,233.65,0.0,3.86,71.53,1.42,1.53,3.0,1.05
2,,257.02,0.01,5.91,23.96,0.38,22.65,29.03,1.88
2,,307.08,0.0,22.62,32.54,1.7,11.74,15.98,3.45
1,,277.04,0.0,13.71,45.06,0.49,2.36,3.48,3.55
2,,223.64,0.0,0.78,87.26,0.51,0.65,2.59,0.0
1,,233.65,0.0,1.93,54.36,0.18,5.16,7.49,0.59
1,,247.0,0.01,9.85,18.6,0.58,6.18,6.94,0.46
2,,253.68,0.0,3.21,45.42,0.34,11.89,14.37,0.86
1,,220.3,0.0,5.23,33.62,0.5,9.1,13.06,0.84
1,,180.24,0.0,5.18,32.9,0.19,3.36,4.73,2.91
1,,297.07,0.07,17.48,23.96,0.62,4.13,6.35,6.71
3,,263.69,0.0,6.17,31.47,0.47,31.54,38.51,2.57
2,,206.95,0.0,2.34,33.26,0.17,13.46,17.83,0.62
1,,260.35,0.0,6.43,59.37,0.43,1.35,2.88,1.31
2,,226.97,0.0,1.15,83.69,0.5,0.5,0.97,0.27
1,,263.69,0.0,9.08,50.07,0.34,1.77,2.73,2.76
3,,357.15,0.0,11.31,45.78,1.57,33.0,37.2,1.63
1,,233.65,0.0,2.01,54.36,0.15,7.47,11.83,0.82
2,,270.37,0.0,8.74,42.56,1.74,11.93,12.83,0.25
1,,220.3,0.0,7.03,38.98,0.56,2.9,3.62,1.06
2,,223.64,0.0,0.56,85.12,0.34,0.59,2.31,0.14
1,,250.34,0.0,14.91,30.76,1.73,5.03,6.12,1.01
1,,236.99,0.0,7.54,43.63,1.85,3.84,4.62,0.91
1,,287.06,0.0,23.65,42.56,8.23,5.14,10.39,1.08
2,,267.03,0.0,4.93,49.35,0.95,10.07,11.17,1.41
1,,273.71,0.0,12.34,53.64,0.6,2.63,4.78,7.85
2,,287.06,0.0,9.17,33.98,0.75,17.97,22.68,0.72
1,,236.99,0.0,12.85,57.22,2.15,2.88,8.13,3.77
2,,236.99,0.0,9.6,62.23,0.97,2.17,7.12,4.43
1,,243.66,0.0,8.57,34.33,0.12,1.45,3.37,3.26
2,,253.68,0.0,5.83,60.8,0.4,1.18,2.12,1.58
1,,240.33,0.0,20.56,52.21,3.19,2.63,8.18,2.95
1,,230.31,0.0,8.4,33.26,0.63,2.97,3.59,1.39
3,,1028.06,5.2,63.06,1.81,3.87,33.43,36.94,6.71
1,,267.03,0.0,7.63,49.35,5.13,3.22,4.63,1.19
1,,178.58,0.0,4.63,30.4,0.19,3.88,6.03,2.19
2,,223.64,0.0,1.71,67.23,0.29,0.61,1.77,2.31
1,,233.65,0.0,3.38,42.92,0.21,5.88,6.56,0.68
2,,287.06,0.0,7.11,32.19,0.44,18.56,22.2,0.75
1,,247.0,0.01,9.85,18.6,0.58,6.18,6.94,0.46
1,,243.66,0.0,4.2,52.93,0.55,4.98,5.71,0.89
1,,243.66,0.0,10.71,34.69,0.29,1.96,4.27,6.52
1,,236.99,0.0,3.94,59.37,0.22,0.84,1.77,3.55
2,,297.07,0.0,7.8,32.9,0.44,12.99,15.73,5.83
1,,250.34,0.0,10.11,37.91,1.64,5.11,6.14,0.97
1,,198.6,0.0,3.47,33.26,0.28,5.68,7.66,1.05
2,,230.31,0.0,3.51,68.67,0.78,1.15,1.91,0.72
1,,270.37,0.0,7.54,37.19,0.51,9.77,11.41,0.56
2,,203.61,0.0,3.21,33.98,0.22,11.12,15.53,0.7
1,,253.68,0.0,7.37,46.49,1.01,2.44,3.05,0.79
1,,260.35,0.0,8.14,32.19,0.9,7.27,8.15,1.17
1,,247.0,0.0,9.6,36.12,1.01,4.56,5.44,1.09
1,,283.72,0.01,13.88,32.19,1.58,7.59,9.01,1.17
2,,247.0,0.0,6.34,64.37,1.73,2.73,5.04,0.83
2,,243.66,0.0,5.18,72.96,2.35,2.01,4.11,1.22
1,,236.99,0.0,6.94,38.27,0.34,2.69,3.09,1.05
2,,283.72,0.0,9.68,39.7,1.4,17.34,18.87,0.42
1,,230.31,0.0,8.23,55.08,0.91,1.44,5.23,3.67
2,,213.62,0.0,1.46,75.1,1.22,14.66,15.27,0.0
1,,233.65,0.0,6.08,43.27,0.15,1.0,2.48,6.14
1,,243.66,0.02,6.86,22.35,0.79,8.23,10.99,2.22
2,,213.62,0.0,3.38,35.76,0.1,10.84,14.3,0.5
1,,247.0,0.0,5.57,53.64,0.66,5.18,5.91,1.11
1,,220.3,0.0,7.11,39.7,0.57,5.82,8.56,3.55
1,,243.66,0.0,5.66,52.93,0.86,7.62,8.31,0.64
1,,267.03,0.0,9.77,31.83,1.01,3.61,4.65,0.82
2,,230.31,0.0,2.87,70.1,0.29,0.69,1.93,1.31
2,,213.62,0.0,3.38,35.76,0.1,10.84,14.3,0.5
1,,236.99,0.0,12.85,57.22,2.15,2.88,8.13,3.77
1,,233.65,0.0,6.77,44.35,0.15,1.14,2.57,9.37
2,,233.65,0.0,3.13,78.68,0.6,0.5,1.19,1.65
1,,257.02,0.01,12.34,32.54,0.23,2.18,4.56,9.25
2,,267.03,0.0,8.57,43.27,1.09,10.21,11.06,0.33
2,,210.29,0.0,2.79,80.82,1.77,10.63,19.07,0.0
1,,233.65,0.0,14.57,59.37,2.12,2.63,8.54,2.47
1,,233.65,0.0,6.94,43.27,1.57,3.69,4.43,0.71
1,,226.97,0.0,1.8,48.64,0.1,5.97,8.71,0.6
1,,257.02,0.0,5.57,45.78,0.77,8.44,9.15,1.19
1,,247.0,0.0,9.94,34.33,0.16,1.68,3.61,5.0
1,,270.37,0.0,10.11,31.83,1.15,3.82,4.34,0.63
2,,223.64,0.0,2.19,65.8,0.22,2.11,3.55,0.99
1,,211.95,0.02,6.17,26.82,0.19,2.85,3.34,1.24
1,,243.66,0.0,7.8,26.82,0.34,4.41,4.87,0.62
1,,243.66,0.0,4.28,43.27,0.57,7.03,7.92,1.62
3,,787.74,12.96,79.51,0.17,21.7,45.71,50.54,4.31
1,,263.69,0.01,10.88,24.68,0.35,3.86,4.43,0.82
1,,263.69,0.0,8.91,38.27,0.8,9.65,10.5,0.42
1,,240.33,0.0,3.26,43.63,0.39,7.79,8.66,1.55
1,,223.64,0.0,1.82,54.36,0.21,8.32,14.45,0.78
1,,257.02,0.0,8.82,45.42,1.65,7.45,8.27,0.79
1,,185.25,0.0,4.93,34.69,0.13,3.82,5.5,1.93
2,,216.96,0.0,1.13,70.1,0.44,0.5,0.76,0.28
1,,263.69,0.0,9.08,50.07,0.34,1.77,2.73,2.76
1,,195.27,0.0,3.68,32.9,0.19,8.97,14.01,0.54
1,,247.0,0.0,26.73,47.92,2.35,2.5,7.98,2.88
1,,253.68,0.0,9.08,46.49,1.76,7.13,8.01,0.67
3,,270.37,0.0,11.82,46.49,2.15,27.15,30.48,2.09
2,,223.64,0.0,2.64,61.51,0.15,0.59,1.7,5.0
2,,213.62,0.0,1.65,77.25,0.4,8.31,10.03,1.33
1,,240.33,0.0,10.11,57.22,7.21,2.79,5.67,2.63
2,,181.91,0.0,2.16,81.54,0.22,4.29,6.57,5.64
2,,277.04,0.0,12.0,28.97,0.33,17.64,21.08,1.16
3,,350.48,0.0,13.54,34.33,1.12,41.99,46.99,0.58
1,,240.33,0.0,15.94,56.51,0.91,2.2,7.18,4.5
2,,300.41,0.0,12.17,35.76,1.4,14.63,15.86,0.52
1,,273.71,0.0,12.34,53.64,0.6,2.63,4.78,7.85
2,,230.31,0.0,2.55,60.08,0.24,2.9,4.71,0.72
1,,191.93,0.01,6.43,25.03,0.14,7.23,10.82,1.85
1,,220.3,0.0,1.69,42.92,0.13,8.72,12.31,0.49
1,,243.66,0.0,5.23,52.93,0.2,1.11,2.21,1.88
2,,230.31,0.0,1.52,51.5,0.16,11.8,17.63,0.7
2,,213.62,0.0,1.65,77.25,0.4,8.31,10.03,1.33
1,,257.02,0.0,14.22,34.33,3.37,6.15,7.22,0.78
3,,387.19,0.02,24.33,24.32,2.27,36.95,41.5,1.44
2,,310.42,0.01,17.65,23.6,1.16,15.07,18.24,0.82
1,,198.6,0.0,2.53,38.62,0.27,9.45,12.37,1.14
3,,303.75,0.0,8.65,38.27,1.18,25.64,31.21,2.66
2,,233.65,0.0,3.68,62.94,0.4,0.57,1.25,2.0
1,,250.34,0.0,4.76,48.64,0.54,7.64,8.57,0.66
1,,196.93,0.0,2.64,35.41,0.18,5.3,7.58,0.99
2,,233.65,0.0,3.0,49.35,0.37,10.57,17.0,1.03
1,,236.99,0.0,4.97,56.51,0.7,5.48,6.01,1.06
2,,230.31,0.0,3.51,68.67,0.78,1.15,1.91,0.72
1,,257.02,0.0,8.05,36.48,0.9,3.55,4.07,0.62
2,,247.0,0.0,2.91,71.53,0.66,17.74,20.14,0.79
2,,201.94,0.0,5.01,84.4,0.57,3.8,4.41,4.94
2,,216.96,0.0,1.65,75.1,0.4,9.68,11.49,1.19
1,,247.0,0.0,6.51,44.7,1.48,7.47,8.16,0.76
2,,220.3,0.0,1.06,74.39,0.28,0.53,1.79,1.19
2,,216.96,0.0,6.86,53.64,1.01,17.69,24.32,5.64
1,,226.97,0.0,3.77,52.93,0.49,6.28,6.91,0.55
1,,260.35,0.02,12.68,29.33,0.27,2.38,4.41,6.4
2,,226.97,0.0,1.39,82.97,0.47,0.53,1.71,0.74
2,,253.68,0.04,8.82,19.49,0.76,16.84,20.64,1.39
1,,273.71,0.02,19.88,33.26,0.64,2.95,5.35,22.55
1,,236.99,0.0,16.79,50.78,0.72,2.22,6.78,4.88
1,,226.97,0.0,13.71,31.11,0.33,4.29,5.49,3.99
1,,230.31,0.0,2.59,55.08,1.09,0.65,1.53,0.74
2,,250.34,0.0,3.68,41.49,0.33,10.62,12.09,1.01
1,,283.72,0.02,13.88,32.19,0.32,2.98,4.78,2.28
1,,257.02,0.01,33.24,39.34,1.15,1.99,7.77,2.06
1,,253.68,0.0,8.65,40.05,0.15,1.47,2.88,2.57
1,,223.64,0.0,1.89,46.49,0.09,6.67,9.63,0.55
2,,220.3,0.0,1.52,77.96,0.79,0.5,1.42,0.14
2,,220.3,0.0,1.86,69.38,0.62,0.5,0.98,0.67
1,,233.65,0.0,4.37,55.08,0.17,0.64,1.46,1.74
1,,240.33,0.0,3.0,46.49,0.23,5.6,8.07,0.75
2,,230.31,0.0,2.4,61.51,0.21,2.92,3.63,1.44
1,,240.33,0.0,6.0,52.21,1.36,5.69,6.42,0.61
3,,267.03,0.0,5.36,56.51,0.63,34.35,39.37,4.62
1,,236.99,0.0,3.94,59.37,0.22,0.84,1.77,3.55
1,,180.24,0.0,2.42,23.25,0.22,5.2,7.3,4.05
1,,260.35,0.0,19.19,16.99,2.59,5.66,7.53,1.25
1,,240.33,0.0,3.0,46.49,0.23,5.6,8.07,0.75
2,,226.97,0.0,5.83,67.23,2.3,1.58,4.06,0.81
1,,270.37,0.0,10.11,31.83,1.15,3.82,4.34,0.63
1,,233.65,0.0,6.77,44.35,0.15,1.14,2.57,9.37
1,,203.61,0.0,4.03,30.04,0.35,9.94,14.6,0.63
2,,230.31,0.0,2.64,65.8,0.24,0.71,1.64,3.14
1,,270.37,0.0,7.54,37.19,0.51,9.77,11.41,0.56
3,,283.72,0.01,9.51,22.17,0.36,34.0,38.23,1.5
1,,240.33,0.0,4.03,54.36,0.54,4.69,5.47,0.89
2,,233.65,0.0,3.64,50.07,0.36,13.01,15.47,1.57
1,,178.58,0.0,2.08,35.05,0.12,3.76,4.92,1.09
1,,191.93,0.0,2.66,45.78,0.17,3.56,4.86,0.82
1,,243.66,0.0,6.77,41.49,0.47,3.68,4.31,0.5
2,,223.64,0.0,0.63,82.25,0.29,0.54,2.05,0.67
3,,337.12,0.0,6.43,59.37,1.34,35.8,39.98,0.59
1,,247.0,0.0,5.57,53.64,0.66,5.18,5.91,1.11
2,,226.97,0.0,2.16,65.09,0.26,0.5,1.38,2.47
1,,226.97,0.0,2.51,41.13,0.16,9.97,15.56,0.95
2,,260.35,0.0,9.0,61.51,1.01,1.92,2.99,3.93
1,,200.27,0.0,2.46,42.2,0.18,9.59,11.64,0.58
2,,226.97,0.0,1.39,82.97,0.47,0.53,1.71,0.74
2,,247.0,0.0,3.56,36.84,0.3,10.99,14.38,0.61
2,,230.31,0.0,2.27,65.09,0.23,2.36,4.31,0.74
1,,230.31,0.0,1.82,54.36,0.12,7.18,11.33,0.77
1,,253.68,0.0,9.08,40.41,0.22,1.65,3.09,2.03
3,,260.35,0.01,3.38,27.9,0.23,25.72,29.99,0.54
1,,188.59,0.0,4.5,28.97,0.3,5.05,7.76,2.57
2,,253.68,0.0,5.57,65.09,0.45,1.11,2.55,1.11
1,,236.99,0.0,12.17,59.37,0.78,2.47,7.66,4.56
1,,250.34,0.0,4.76,48.64,0.54,7.64,8.57,0.66
1,,236.99,0.0,2.49,43.99,0.16,5.92,8.67,0.63
2,,223.64,0.0,2.12,73.67,0.59,0.5,1.1,0.86
2,,220.3,0.0,3.21,48.64,0.49,10.35,12.31,1.62
1,,253.68,0.0,7.8,57.94,0.61,2.52,4.47,2.95
1,,353.81,0.02,22.96,26.82,0.6,5.94,8.24,2.66
1,,327.11,0.0,20.74,36.12,0.91,5.07,7.26,4.18
2,,263.69,0.03,8.48,17.7,0.41,18.79,23.03,1.01
2,,233.65,0.0,3.77,67.23,0.41,1.1,2.6,4.18
2,,223.64,0.02,5.36,17.35,0.28,15.31,18.61,2.19
2,,230.31,0.0,3.43,61.51,0.68,2.37,3.1,1.14
1,,173.57,0.0,3.77,47.92,0.14,3.73,5.68,1.49
2,,216.96,0.0,2.57,33.98,0.18,13.43,17.45,0.56
2,,223.64,0.0,0.96,76.53,0.44,0.5,1.57,0.38
2,,223.64,0.0,1.0,76.53,0.35,0.58,1.91,0.55
1,,243.66,0.01,18.51,42.56,0.77,1.96,6.29,4.24
2,,247.0,0.0,2.91,71.53,0.66,17.74,20.14,0.79
2,,223.64,0.0,2.12,73.67,0.59,0.5,1.1,0.86
1,,247.0,0.01,10.37,31.83,0.16,1.66,3.41,4.18
1,,390.53,0.57,24.33,14.66,5.07,5.83,7.01,1.31
1,,240.33,0.0,5.48,50.78,0.97,6.21,6.9,0.64
1,,263.69,0.01,12.51,33.26,0.17,1.93,3.42,2.47
2,,287.06,0.0,9.17,33.98,0.75,17.97,22.68,0.72
1,,226.97,0.0,7.8,52.93,0.38,1.32,5.33,4.69
1,,200.27,0.0,5.91,31.83,0.49,4.83,7.34,2.6
1,,317.1,0.0,32.22,42.2,10.25,6.08,12.09,2.28
1,,200.27,0.02,6.34,20.74,0.13,8.4,10.98,1.0
1,,257.02,0.0,9.94,56.51,0.75,1.93,2.71,5.26
1,,243.66,0.0,7.03,40.41,0.93,2.76,3.76,0.52
1,,240.33,0.0,3.98,52.21,0.39,4.61,5.51,0.78
1,,230.31,0.0,4.5,58.65,0.8,1.55,2.31,0.86
2,,403.88,0.04,29.13,21.99,3.49,20.1,23.57,1.43
2,,220.3,0.0,1.71,71.53,0.74,0.5,0.86,0.38
1,,270.37,0.0,10.71,26.46,0.72,4.18,5.05,0.89
2,,310.42,0.0,10.63,33.98,1.15,17.65,21.07,0.78
1,,236.99,0.0,9.94,33.62,0.53,4.01,4.81,0.83
1,,243.66,0.0,5.57,52.21,0.16,0.91,1.91,1.88
1,,247.0,0.0,6.0,52.21,0.9,8.39,9.1,0.62
1,,243.66,0.0,5.23,42.56,0.6,9.62,10.47,0.74
2,,210.29,0.0,0.84,97.28,1.18,6.39,11.89,0.0
2,,283.72,0.01,11.31,25.75,1.24,16.9,21.41,0.46
2,,230.31,0.0,1.84,42.2,0.11,12.09,15.9,0.42
1,,236.99,0.0,3.94,59.37,0.22,0.84,1.77,3.55
2,,460.63,0.02,45.24,31.83,6.38,24.09,27.89,2.79
2,,220.3,0.0,1.61,70.81,0.38,11.18,13.1,0.95
1,,260.35,0.0,14.4,35.41,3.64,5.72,6.83,0.82
2,,216.96,0.0,6.86,53.64,1.01,17.69,24.32,5.64
2,,203.61,0.0,3.21,33.98,0.22,11.12,15.53,0.7
1,,193.6,0.0,2.61,50.78,0.88,6.57,7.54,0.53
1,,236.99,0.0,2.49,43.99,0.16,5.92,8.67,0.63
2,,410.56,0.1,32.9,18.24,3.16,20.43,23.87,1.41
1,,233.65,0.0,4.37,55.08,0.17,0.64,1.46,1.74
2,,223.64,0.0,1.8,65.09,0.39,0.5,0.75,1.95
2,,247.0,0.0,4.2,61.51,0.4,3.05,4.68,1.28
1,,257.02,0.0,6.86,57.22,0.4,1.44,2.35,2.01
1,,243.66,0.0,8.57,34.33,0.12,1.45,3.37,3.26
1,,233.65,0.0,5.74,49.35,0.12,0.84,1.98,2.5
1,,193.6,0.0,3.98,55.79,0.54,3.72,5.0,5.26
1,,240.33,0.0,5.01,51.5,0.57,4.3,5.16,0.9
1,,223.64,0.0,3.77,51.5,0.43,4.54,5.12,0.74
2,,203.61,0.0,1.32,60.8,0.46,7.86,9.19,0.82
1,,236.99,0.0,2.61,57.94,0.25,4.34,5.15,1.49
1,,233.65,0.0,3.9,57.94,0.18,0.6,1.46,2.09
2,,233.65,0.0,4.16,62.23,0.71,0.7,1.39,1.79
2,,223.64,0.0,1.31,77.25,0.66,0.5,1.63,0.3
1,,247.0,0.01,10.37,31.83,0.16,1.66,3.41,4.18
